codigo,precio,zona,barrio_sector,tipo_pisos,baños_familiares,area_bruta,ciudad,numero_niveles,tipo_cocina,parqueaderos,otras_comodidades,alcobas_familiares,estrato,area_total,juegos_infantiles,balcon,zona_ropas,camaras_cctv,cancha_polideportiva,ascensor,cancha_squash,zona_bbq,patio,unidad_cerrada_conjunto,zonas_verdes,aire_acondicionado,jacuzzi,red_de_Gas,turco,porteria_24_7,sauna,calentador_de_agua,terraza,closet_de_linos,biblioteca,parqueadero_visitantes,gimnasio,piscina,salon_social,dispositivos_automatizacion,alarma
Código 1337617  / EL VERGEL,"EN ARRIENDO $1,200,000",Apartamento en Arriendo EL VERGEL San Antonio de Prado,EL VERGEL,Ceramica,2,55 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,3,3,55 M2.,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0
Código 1337583  / EL VERGEL,"EN ARRIENDO $1,250,000",Apartamento en Arriendo EL VERGEL San Antonio de Prado,EL VERGEL,Ceramica,2,55 M2. aproximadamente,San Antonio de Prado,1,Integral,1 (),,3,3,55 M2.,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0
Código 1337562  / Prados del sol,"EN ARRIENDO $950,000",Apartamento en Arriendo Prados del sol San Antonio de Prado,Prados del sol,Ceramica,1,55 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,2,3,55 M2.,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Código 1337436  / Barichara,"EN ARRIENDO $950,000",Apartamento en Arriendo Barichara  San Antonio de Prado,Barichara,Ceramica,1,55 M2. aproximadamente,San Antonio de Prado,2,Integral,0 (),,2,3,55 M2.,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
Código 1337405  / SAN ANTONIO DE PRADO,"EN ARRIENDO $1,150,000",Apartamento en Arriendo SAN ANTONIO DE PRADO San Antonio de Prado,SAN ANTONIO DE PRADO,Ceramica,2,55 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (PARQUEADERO COMUN),,3,3,55 M2.,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
Código 1336791  / El Vergel,"EN ARRIENDO $1,000,000",Apartamento en Arriendo El Vergel San Antonio de Prado,El Vergel,Ceramica,1,39 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,2,3,39 M2.,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0
Código 1336725  / BARICHARA,"EN ARRIENDO $1,250,000",Apartamento en Arriendo BARICHARA San Antonio de Prado,BARICHARA,Ceramica,2,70 M2. aproximadamente,San Antonio de Prado,1,Semi-Integral,0 (),,3,3,70 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1335670  / Limonar,"EN ARRIENDO $800,000",Apartamento en Arriendo Limonar San Antonio de Prado,Limonar,Ceramica,1,60 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,3,0,60 M2.,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1335190  / Potrerito,"EN ARRIENDO $1,350,000",Apartamento en Arriendo Potrerito  San Antonio de Prado,Potrerito,Ceramica,1,45 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,2,3,45 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Código 1334923  / Barichara,"EN ARRIENDO $1,150,000",Apartamento en Arriendo Barichara San Antonio de Prado,Barichara,Ceramica,1,50 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,2,3,50 M2.,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
Código 1334858  / EL VERGEL,"EN ARRIENDO $1,250,000",Apartamento en Arriendo EL VERGEL San Antonio de Prado,EL VERGEL,Ceramica,2,57 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,3,3,57 M2.,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0
Código 1321636  / barichara,"EN ARRIENDO $990,000",Apartamento en Arriendo barichara San Antonio de Prado,barichara,Ceramica,1,36 M2. aproximadamente,San Antonio de Prado,4,Integral,1 (),,2,3,36 M2.,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
Código 1334822  / Pradito,"EN ARRIENDO $1,000,000",Apartamento en Arriendo Pradito San Antonio de Prado,Pradito,Ceramica,1,42 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,2,3,42 M2.,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Código 1334497  / San antonio de Prado,"EN ARRIENDO $1,100,000",Apartamento en Arriendo San antonio de Prado San Antonio de Prado,San antonio de Prado,Ceramica,1,50 M2. aproximadamente,San Antonio de Prado,1,Semi-Integral,1 (COMUN),,2,3,50 M2.,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
Código 1334475  / horisontes,"EN ARRIENDO $1,100,000",Apartamento en Arriendo horisontes  San Antonio de Prado,horisontes,Ceramica,1,70 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,3,2,70 M2.,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1334376  / El manzanillo,"EN ARRIENDO $1,050,000",Apartamento en Arriendo El manzanillo  San Antonio de Prado,El manzanillo,Ceramica,2,45 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,2,0,45 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1334355  / SAN ANTONIO DE PRADO,"EN ARRIENDO $1,150,000",Apartamento en Arriendo SAN ANTONIO DE PRADO San Antonio de Prado,SAN ANTONIO DE PRADO,Ceramica,2,55 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (parqueadero comun),,3,0,55 M2.,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0
Código 1333814  / EL VERGEL,"EN ARRIENDO $1,100,000",Apartamento en Arriendo EL VERGEL San Antonio de Prado,EL VERGEL,Ceramica,2,63 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,3,3,63 M2.,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0
Código 1333737  / pradito,"EN ARRIENDO $1,200,000",Apartamento en Arriendo pradito San Antonio de Prado,pradito,Ceramica,2,65 M2. aproximadamente,San Antonio de Prado,1,Semi-Integral,0 (),,3,3,65 M2.,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
Código 1333524  / Barichara,"EN ARRIENDO $1,000,000",Apartamento en Arriendo Barichara  San Antonio de Prado,Barichara,Ceramica,1,50 M2. aproximadamente,San Antonio de Prado,1,Sencilla,0 (),,2,3,50 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1333446  / BARICHARA,"EN ARRIENDO $1,000,000",Apartamento en Arriendo BARICHARA San Antonio de Prado,BARICHARA,Ceramica,1,50 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,2,3,50 M2.,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0
Código 1332858  / El Vergel,"EN ARRIENDO $1,200,000",Apartamento en Arriendo El Vergel San Antonio de Prado,El Vergel,Ceramica,2,60 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,3,3,60 M2.,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0
Código 1332550  / Barichara,"EN ARRIENDO $950,000",Apartamento en Arriendo Barichara San Antonio de Prado,Barichara,Ceramica,1,55 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,2,3,55 M2.,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Código 1332361  / barichara,"EN ARRIENDO $850,000",Apartamento en Arriendo barichara San Antonio de Prado,barichara,Ceramica,1,73 M2. aproximadamente,San Antonio de Prado,2,Integral,0 (),,3,3,73 M2.,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Código 1331882  / BARICHARA,"EN ARRIENDO $1,050,000",Apartamento en Arriendo BARICHARA  San Antonio de Prado,BARICHARA,Ceramica,1,44 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,2,3,44 M2.,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Código 1331560  / San Antonio de Prado,"EN ARRIENDO $820,000",Apartamento en Arriendo San Antonio de Prado San Antonio de Prado,San Antonio de Prado,Ceramica,"1
                                    Cabinado en acrílico",42 M2. aproximadamente,San Antonio de Prado,1,Semi-IntegralCon red de gas,0 (),,"2
                                    Con closet",3,42 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Código 1331212  / el vergel,"EN ARRIENDO $1,250,000",Apartamento en Arriendo el vergel San Antonio de Prado,el vergel,Ceramica,2,63 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,3,3,63 M2.,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
Código 1330772  / VILLA LOMA,"EN ARRIENDO $1,000,000",Apartamento en Arriendo VILLA LOMA San Antonio de Prado,VILLA LOMA,Ceramica,"1
                                    Enchapado",50 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,"3
                                    Con puerta",0,50 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Código 1330627  / barichara,"EN ARRIENDO $1,000,000",Apartamento en Arriendo barichara San Antonio de Prado,barichara,Ceramica,2,73 M2. aproximadamente,San Antonio de Prado,2,Integral,0 (),,3,2,73 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Código 1330583  / San Antonio de Prado,"EN ARRIENDO $920,000",Apartamento en Arriendo San Antonio de Prado  San Antonio de Prado,San Antonio de Prado,Ceramica,1,55 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,3,3,55 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1328559  / San Antonio de Prado,"EN ARRIENDO $900,000",Apartamento en Arriendo San Antonio de Prado San Antonio de Prado,San Antonio de Prado,Baldosa comun,1,45 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,2,0,45 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1328460  / EL VERGEL,"EN ARRIENDO $1,250,000",Apartamento en Arriendo EL VERGEL San Antonio de Prado,EL VERGEL,Ceramica,1,50 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,2,3,50 M2.,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
Código 1327398  / El vergel,"EN ARRIENDO $1,300,000",Apartamento en Arriendo El vergel San Antonio de Prado,El vergel,Porcelanato,2,57 M2. aproximadamente,San Antonio de Prado,1,Integral,1 (),,3,0,57 M2.,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Código 1327326  / Pradito,"EN ARRIENDO $1,000,000",Apartamento en Arriendo Pradito San Antonio de Prado,Pradito,Ceramica,2,95 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,3,3,95 M2.,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Código 1327201  / el vergel,"EN ARRIENDO $1,150,000",Apartamento en Arriendo el vergel San Antonio de Prado,el vergel,Porcelanato,2,55 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,3,0,55 M2.,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0
Código 1323665  /   LA UVA,"EN ARRIENDO $1,200,000",Apartamento en Arriendo   LA UVA San Antonio de Prado,LA UVA,Ceramica,"1
                                    cabinado",50 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (comunes),,"2
                                    con closets y blackups",3,50 M2.,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
Código 1323476  / EL VERGEL,"EN ARRIENDO $1,350,000",Apartamento en Arriendo EL VERGEL  San Antonio de Prado,EL VERGEL,Ceramica,2,65 M2. aproximadamente,San Antonio de Prado,1,Integral,1 (),,3,3,65 M2.,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0
Código 1322976  / PRADITO,"EN ARRIENDO $1,200,000",Apartamento en Arriendo PRADITO San Antonio de Prado,PRADITO,Ceramica,2,50 M2. aproximadamente,San Antonio de Prado,1,Semi-Integral,0 (),,1,0,50 M2.,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
Código 1321280  / CAMPIÑA ABIERTA,"EN ARRIENDO $650,000",Apartamento en Arriendo CAMPIÑA ABIERTA San Antonio de Prado,CAMPIÑA ABIERTA,Ceramica,1,45 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,1,2,45 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1321259  / Limonar,"EN ARRIENDO $1,150,000",Apartamento en Arriendo Limonar San Antonio de Prado,Limonar,Ceramica,1,60 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,2,3,60 M2.,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0
Código 1317980  / BARICHARA,"EN ARRIENDO $1,100,000",Apartamento en Arriendo BARICHARA  San Antonio de Prado,BARICHARA,Ceramica,1,45 M2. aproximadamente,San Antonio de Prado,1,Semi-Integral,0 (),,3,3,45 M2.,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Código 1315393  / San Antonio de Prado,"EN ARRIENDO $1,080,000",Apartamento en Arriendo San Antonio de Prado San Antonio de Prado,San Antonio de Prado,Ceramica,1,55 M2. aproximadamente,San Antonio de Prado,1,Integral,1 (COMUN),,2,0,55 M2.,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0
Código 1315380  / San antonio de prado,"EN ARRIENDO $1,080,000",Apartamento en Arriendo San antonio de prado San Antonio de Prado,San antonio de prado,Ceramica,1,55 M2. aproximadamente,San Antonio de Prado,1,Integral,1 (COMUN),,2,3,55 M2.,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0
Código 1314888  / Barichara,"EN ARRIENDO $1,050,000",Apartamento en Arriendo Barichara San Antonio de Prado,Barichara,Ceramica,1,55 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,3,3,55 M2.,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
