codigo,precio,zona,barrio_sector,tipo_pisos,baños_familiares,area_bruta,ciudad,numero_niveles,tipo_cocina,parqueaderos,otras_comodidades,alcobas_familiares,estrato,area_total,juegos_infantiles,balcon,zona_ropas,camaras_cctv,cancha_polideportiva,ascensor,cancha_squash,zona_bbq,patio,unidad_cerrada_conjunto,zonas_verdes,aire_acondicionado,jacuzzi,red_de_Gas,turco,porteria_24_7,sauna,calentador_de_agua,terraza,closet_de_linos,biblioteca,parqueadero_visitantes,gimnasio,piscina,salon_social,dispositivos_automatizacion,alarma
Código 1314285  /  salinas,"EN ARRIENDO $800,000",Apartamento en Arriendo  salinas San Antonio de Prado,salinas,Ceramica,1,60 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,3,2,60 M2.,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1314141  / Barichara,"EN ARRIENDO $850,000",Apartamento en Arriendo Barichara San Antonio de Prado,Barichara,Ceramica,1,55 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,2,3,55 M2.,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Código 1314110  / EL VERGEL,"EN ARRIENDO $1,300,000",Apartamento en Arriendo EL VERGEL San Antonio de Prado,EL VERGEL,Ceramica,2,55 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (parqueaderos comunes ),,3,3,55 M2.,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0
Código 1314027  / BARICHARA,"EN ARRIENDO $1,050,000",Apartamento en Arriendo BARICHARA San Antonio de Prado,BARICHARA,Ceramica,1,42 M2. aproximadamente,San Antonio de Prado,1,Semi-Integral,0 (),,2,3,42 M2.,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
Código 1313942  / PRADO,"EN ARRIENDO $900,000",Apartamento en Arriendo PRADO San Antonio de Prado,PRADO,Ceramica,1,48 M2. aproximadamente,San Antonio de Prado,1,Integral,1 (ASIGNADO POR LA ADMON ),,2,3,48 M2.,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Código 1310798  / Villa Maria,"EN ARRIENDO $1,200,000",Apartamento en Arriendo Villa Maria San Antonio de Prado,Villa Maria,Ceramica,2,70 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,3,3,70 M2.,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Código 1309672  / Barichara,"EN ARRIENDO $900,000",Apartamento en Arriendo Barichara San Antonio de Prado,Barichara,Ceramica,1,55 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,2,2,55 M2.,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1308886  / EL VERGEL,"EN ARRIENDO $1,350,000",Apartamento en Arriendo EL VERGEL San Antonio de Prado,EL VERGEL,Ceramica,2,60 M2. aproximadamente,San Antonio de Prado,1,Semi-Integral,1 (),,3,3,60 M2.,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0
Código 1308318  / Prado,"EN ARRIENDO $1,100,000",Apartamento en Arriendo Prado San Antonio de Prado,Prado,Ceramica,1,58 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,3,2,58 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Código 1306589  / VERGEL,"EN ARRIENDO $1,350,000",Apartamento en Arriendo VERGEL San Antonio de Prado,VERGEL,Ceramica,2,55 M2. aproximadamente,San Antonio de Prado,1,Integral,1 (),,3,3,55 M2.,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0
Código 1305921  / Barichara,"EN ARRIENDO $1,050,000",Apartamento en Arriendo Barichara San Antonio de Prado,Barichara,Ceramica,1,35 M2. aproximadamente,San Antonio de Prado,1,Integral,1 (),,2,3,35 M2.,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Código 1305175  / BARICHARA,"EN ARRIENDO $1,000,000",Apartamento en Arriendo BARICHARA  San Antonio de Prado,BARICHARA,Ceramica,1,40 M2. aproximadamente,San Antonio de Prado,1,Semi-Integral,0 (),,2,3,40 M2.,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Código 1305082  / barichara,"EN ARRIENDO $900,000",Apartamento en Arriendo barichara San Antonio de Prado,barichara,Ceramica,1,50 M2. aproximadamente,San Antonio de Prado,1,Semi-Integral,0 (),,2,3,50 M2.,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Código 1304113  / Prados Del Sol,"EN ARRIENDO $1,050,000",Apartamento en Arriendo Prados Del Sol San Antonio de Prado,Prados Del Sol,Ceramica,"1
                                    Cabinado",55 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,2,3,55 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1304102  / BARICHARA,"EN ARRIENDO $1,400,000",Apartamento en Arriendo BARICHARA San Antonio de Prado,BARICHARA,Ceramica,2,60 M2. aproximadamente,San Antonio de Prado,2,Semi-Integral,0 (),,3,0,60 M2.,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Código 1302937  / BARICHARA,"EN ARRIENDO $1,400,000",Apartamento en Arriendo BARICHARA San Antonio de Prado,BARICHARA,Ceramica,2,150 M2. aproximadamente,San Antonio de Prado,1,Semi-Integral,0 (),,3,3,150 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1301933  / BARICHARA,"EN ARRIENDO $900,000",Apartamento en Arriendo BARICHARA San Antonio de Prado,BARICHARA,Ceramica,1,42 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,2,3,42 M2.,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
Código 1299429  / BARICHARA,"EN ARRIENDO $1,000,000",Apartamento en Arriendo BARICHARA  San Antonio de Prado,BARICHARA,Ceramica,1,40 M2. aproximadamente,San Antonio de Prado,1,Semi-Integral,0 (),,2,3,40 M2.,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Código 1298443  / Villa Mira,"EN ARRIENDO $1,250,000",Apartamento en Arriendo Villa Mira San Antonio de Prado,Villa Mira,Ceramica,2,60 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,3,0,60 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Código 1297315  / cootrasana,"EN ARRIENDO $900,000",Apartamento en Arriendo cootrasana San Antonio de Prado,cootrasana,Ceramica,1,55 M2. aproximadamente,San Antonio de Prado,1,Sencilla,0 (),,2,0,55 M2.,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1296611  / BARICHARA,"EN ARRIENDO $1,100,000",Apartamento en Arriendo BARICHARA  San Antonio de Prado,BARICHARA,Ceramica,1,45 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,2,3,45 M2.,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Código 1296483  / BARICHARA,"EN ARRIENDO $1,100,000",Apartamento en Arriendo BARICHARA  San Antonio de Prado,BARICHARA,Ceramica,1,44 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,2,3,44 M2.,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Código 1296468  / BARICHARA,"EN ARRIENDO $1,100,000",Apartamento en Arriendo BARICHARA  San Antonio de Prado,BARICHARA,Ceramica,1,44 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,2,3,44 M2.,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Código 1294965  / el vergel,"EN ARRIENDO $850,000",Apartamento en Arriendo el vergel  San Antonio de Prado,el vergel,Ceramica,1,60 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,3,3,60 M2.,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
Código 1293366  / El vergel,"EN ARRIENDO $1,250,000",Apartamento en Arriendo El vergel  San Antonio de Prado,El vergel,Ceramica,2,60 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (Comúnes),,2,3,60 M2.,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0
Código 1292856  / Villa Loma,"EN ARRIENDO $1,000,000",Apartamento en Arriendo Villa Loma San Antonio de Prado,Villa Loma,Ceramica,"2
                                    uno cabinado",44 M2. aproximadamente,San Antonio de Prado,1,Semi-Integral,0 (),Parqueadero comun de 60 celdas para carro,"3
                                    1 closet",3,44 M2.,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Código 1292094  / san antonio de prado,"EN ARRIENDO $1,150,000",Apartamento en Arriendo san antonio de prado San Antonio de Prado,san antonio de prado,Ceramica,1,48 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (comunes),,3,3,48 M2.,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
Código 1291162  / EL VERGEL,"EN ARRIENDO $950,000",Apartamento en Arriendo EL VERGEL San Antonio de Prado,EL VERGEL,Ceramica,1,45 M2. aproximadamente,San Antonio de Prado,8,Semi-Integral,0 (COMUNES),,2,3,50 M2.,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
Código 1290369  / BARICHARA,"EN ARRIENDO $1,100,000",Apartamento en Arriendo BARICHARA San Antonio de Prado,BARICHARA,Ceramica,1,46 M2. aproximadamente,San Antonio de Prado,1,Semi-Integral,0 (),,2,3,46 M2.,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Código 1290346  / BARICHARA,"EN ARRIENDO $1,100,000",Apartamento en Arriendo BARICHARA San Antonio de Prado,BARICHARA,Ceramica,1,46 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,2,3,46 M2.,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Código 1289058  / BARICHARA,"EN ARRIENDO $1,100,000",Apartamento en Arriendo BARICHARA  San Antonio de Prado,BARICHARA,Ceramica,1,46 M2. aproximadamente,San Antonio de Prado,1,Semi-Integral,0 (),,2,3,46 M2.,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Código 1287919  / el vergel,"EN ARRIENDO $980,000",Apartamento en Arriendo el vergel San Antonio de Prado,el vergel,Porcelanato,1,40 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,2,0,40 M2.,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
Código 1287624  / san antonio de prado,"EN ARRIENDO $950,000",Apartamento en Arriendo san antonio de prado San Antonio de Prado,san antonio de prado,Ceramica,1,40 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (paequeaderos comunes),,2,0,40 M2.,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0
Código 1286614  / san antonio de prado,"EN ARRIENDO $1,200,000",Apartamento en Arriendo san antonio de prado San Antonio de Prado,san antonio de prado,Ceramica,1,47 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (parqueadero comunes),,3,0,47 M2.,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
Código 1285461  / San Antonio de Prado,"EN ARRIENDO $1,100,000",Apartamento en Arriendo San Antonio de Prado San Antonio de Prado,San Antonio de Prado,Porcelanato,2,55 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,2,0,55 M2.,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0
Código 1280987  / BARICHARA,"EN ARRIENDO $1,000,000",Apartamento en Arriendo BARICHARA San Antonio de Prado,BARICHARA,Ceramica,1,50 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,1,3,50 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1280902  / BARICHARA,"EN ARRIENDO $950,000",Apartamento en Arriendo BARICHARA  San Antonio de Prado,BARICHARA,Ceramica,1,50 M2. aproximadamente,San Antonio de Prado,1,Semi-Integral,0 (),,2,3,50 M2.,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Código 1275998  / El limonar,"EN ARRIENDO $1,200,000",Apartamento en Arriendo El limonar San Antonio de Prado,El limonar,Ceramica,2,52 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (Comunes),,2,3,52 M2.,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0
Código 1275394  / barichara,"EN ARRIENDO $900,000",Apartamento en Arriendo barichara San Antonio de Prado,barichara,Ceramica,1,55 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,1,2,55 M2.,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
Código 1273560  / BARICHARA,"EN ARRIENDO $1,000,000",Apartamento en Arriendo BARICHARA  San Antonio de Prado,BARICHARA,Ceramica,1,44 M2. aproximadamente,San Antonio de Prado,1,Semi-Integral,0 (),,2,3,44 M2.,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Código 1273418  / SAN ANTONIO DE PREDO,"EN ARRIENDO $950,000",Apartamento en Arriendo SAN ANTONIO DE PREDO San Antonio de Prado,SAN ANTONIO DE PREDO,Ceramica,1,57 M2. aproximadamente,San Antonio de Prado,1,Semi-Integral,0 (),,1,2,57 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Código 1267997  / San Antonio de Prado,"EN ARRIENDO $950,000",Apartamento en Arriendo San Antonio de Prado San Antonio Prado,San Antonio de Prado,Ceramica,1,70 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,2,0,70 M2.,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Código 1262474  / El Vergel,"EN ARRIENDO $1,100,000",Apartamento en Arriendo El Vergel San Antonio Prado,El Vergel,Ceramica,2,60 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,2,3,60 M2.,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
Código 1259972  / EL VERGEL,"EN ARRIENDO $1,100,000",Apartamento en Arriendo EL VERGEL  San Antonio Prado,EL VERGEL,Ceramica,1,45 M2. aproximadamente,San Antonio de Prado,1,Semi-Integral,0 (),,2,3,45 M2.,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Código 1257961  / VERGEL,"EN ARRIENDO $1,100,000",Apartamento en Arriendo VERGEL San Antonio Prado,VERGEL,Ceramica,1,60 M2. aproximadamente,San Antonio de Prado,1,Semi-Integral,0 (),,12,3,60 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1256237  / El Vergel,"EN ARRIENDO $1,250,000",Apartamento en Arriendo El Vergel San Antonio Prado,El Vergel,Ceramica,2,57 M2. aproximadamente,San Antonio de Prado,1,Integral,0 (),,3,3,57 M2.,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
Código 1254087  / EL VERGEL,"EN ARRIENDO $1,100,000",Apartamento en Arriendo EL VERGEL  San Antonio Prado,EL VERGEL,Ceramica,1,50 M2. aproximadamente,San Antonio de Prado,1,Semi-Integral,0 (),,2,3,50 M2.,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
